source_id,source_type,source_date,source_tablet,source_title,source_filename,source_archive_filename,source_archive_path,target_id,target_type,target_date,target_tablet,target_title,target_filename,target_archive_filename,target_archive_path,target_path,status
MED-0397,meditation,2026-08-04,V,08-04 at 21_23 — The Intercessor Interceded For,08-04 at 21_23 — The Intercessor Interceded For-Meditation.md,08-04 at 21_23 — The Intercessor Interceded For-Meditation.md,PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-04 at 21_23 — The Intercessor Interceded For-Meditation.md,MED-0170,meditation,2026-05-26,V,"05-26 Conversation Reflection_ Prophetic Writing, Faithful Waiting, and the Theology of the Rampart","05-26 Conversation Reflection_ Prophetic Writing, Faithful Waiting, and the Theology of the Rampart-Public Spoken Word — PLAUD Note Prompt.md","05-26 Conversation Reflection_ Prophetic Writing, Faithful Waiting, and the Theology of the Rampart.md","PLAUD-Meditations-Corpus/PLAUD Meditations/May/05-26 Conversation Reflection_ Prophetic Writing, Faithful Waiting, and the Theology of the Rampart.md","Personal Space/memo/PLAUD Meditations/May/05-26 Conversation Reflection_ Prophetic Writing, Faithful Waiting, and the Theology of the Rampart-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0397,meditation,2026-08-04,V,08-04 at 21_23 — The Intercessor Interceded For,08-04 at 21_23 — The Intercessor Interceded For-Meditation.md,08-04 at 21_23 — The Intercessor Interceded For-Meditation.md,PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-04 at 21_23 — The Intercessor Interceded For-Meditation.md,TAB-V,stone_tablet,,V,"Stone Tablet V · Come Out of Her, My Children","Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","Personal Space/memo/Stone Tablets/Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md",ok
MED-0397,meditation,2026-08-04,V,08-04 at 21_23 — The Intercessor Interceded For,08-04 at 21_23 — The Intercessor Interceded For-Meditation.md,08-04 at 21_23 — The Intercessor Interceded For-Meditation.md,PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-04 at 21_23 — The Intercessor Interceded For-Meditation.md,EXT-MASTER-TIMELINE,external,,,Master Transformation Timeline,Master_Transformation_Timeline.md,Master_Transformation_Timeline.md,,Personal Space/memo/Master_Transformation_Timeline.md,external
MED-0398,meditation,2026-08-05,V,"08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love-Public Spoken Word — PLAUD Note Prompt.md","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md",EXT-CORPUS-MAP,external,,,PLAUD Meditations Corpus Map,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,,Personal Space/memo/PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,external
MED-0398,meditation,2026-08-05,V,"08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love-Public Spoken Word — PLAUD Note Prompt.md","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md",MED-0445,meditation,2026-08-30,VIII,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,ok
MED-0398,meditation,2026-08-05,V,"08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love-Public Spoken Word — PLAUD Note Prompt.md","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md",MED-0335,meditation,2026-07-09,V,"07-09 Teaching Reflection_ Exousia vs. Dunamis — Authority, Spiritual Warfare, and the Covenant Verdict","07-09 Teaching Reflection_ Exousia vs. Dunamis — Authority, Spiritual Warfare, and the Covenant Verdict-Public Spoken Word — PLAUD Note Prompt.md","07-09 Teaching Reflection_ Exousia vs. Dunamis — Authority, Spiritual Warfare, and the Covenant Verdict.md","PLAUD-Meditations-Corpus/PLAUD Meditations/July/07-09 Teaching Reflection_ Exousia vs. Dunamis — Authority, Spiritual Warfare, and the Covenant Verdict.md","Personal Space/memo/PLAUD Meditations/July/07-09 Teaching Reflection_ Exousia vs. Dunamis — Authority, Spiritual Warfare, and the Covenant Verdict-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0398,meditation,2026-08-05,V,"08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love-Public Spoken Word — PLAUD Note Prompt.md","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md",MED-0437,meditation,2026-08-28,VII,08-28 at 07_44 — The Provision I Almost Died Owning,08-28 at 07_44 — The Provision I Almost Died Owning-Meditation.md,08-28 at 07_44 — The Provision I Almost Died Owning-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-28 at 07_44 — The Provision I Almost Died Owning-Meditation.md,ok
MED-0398,meditation,2026-08-05,V,"08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love-Public Spoken Word — PLAUD Note Prompt.md","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md",MED-0181,meditation,2026-05-31,V,"05-31 Reflection_ Fourth Watch, First Love, and Household Altar","05-31 Reflection_ Fourth Watch, First Love, and Household Altar-Public Spoken Word — PLAUD Note Prompt.md","05-31 Reflection_ Fourth Watch, First Love, and Household Altar.md","PLAUD-Meditations-Corpus/PLAUD Meditations/May/05-31 Reflection_ Fourth Watch, First Love, and Household Altar.md","Personal Space/memo/PLAUD Meditations/May/05-31 Reflection_ Fourth Watch, First Love, and Household Altar-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0398,meditation,2026-08-05,V,"08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love-Public Spoken Word — PLAUD Note Prompt.md","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md",MED-0422,meditation,2026-08-19,VII,08-19 at 09_46 — The Vocabulary of a Changed Man,08-19 at 09_46 — The Vocabulary of a Changed Man-Meditation.md,08-19 at 09_46 — The Vocabulary of a Changed Man-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-19 at 09_46 — The Vocabulary of a Changed Man-Meditation.md,ok
MED-0398,meditation,2026-08-05,V,"08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love-Public Spoken Word — PLAUD Note Prompt.md","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md",TAB-V,stone_tablet,,V,"Stone Tablet V · Come Out of Her, My Children","Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","Personal Space/memo/Stone Tablets/Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md",ok
MED-0398,meditation,2026-08-05,V,"08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love-Public Spoken Word — PLAUD Note Prompt.md","08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love.md",EXT-MASTER-TIMELINE,external,,,Master Transformation Timeline,Master_Transformation_Timeline.md,Master_Transformation_Timeline.md,,Personal Space/memo/Master_Transformation_Timeline.md,external
MED-0399,meditation,2026-08-07,V,"08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink-Public Spoken Word — PLAUD Note Prompt.md","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md",EXT-CORPUS-MAP,external,,,PLAUD Meditations Corpus Map,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,,Personal Space/memo/PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,external
MED-0399,meditation,2026-08-07,V,"08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink-Public Spoken Word — PLAUD Note Prompt.md","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md",MED-0428,meditation,2026-08-21,VII,08-21 Reflection_ Spiritual Deliverance and a Father's Cancer Diagnosis,08-21 Reflection_ Spiritual Deliverance and a Father's Cancer Diagnosis-Meditation.md,08-21 Reflection_ Spiritual Deliverance and a Father's Cancer Diagnosis-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-21 Reflection_ Spiritual Deliverance and a Father's Cancer Diagnosis-Meditation.md,ok
MED-0399,meditation,2026-08-07,V,"08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink-Public Spoken Word — PLAUD Note Prompt.md","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md",MED-0444,meditation,2026-08-29,VIII,"08-29 at 20_23 — The Signpost, the Secret Place, and the Cup of the Father's Will","08-29 at 20_23 — The Signpost, the Secret Place, and the Cup of the Father's Will-Meditation.md","08-29 at 20_23 — The Signpost, the Secret Place, and the Cup of the Father's Will-Meditation.md",,"Personal Space/memo/PLAUD Meditations/August/08-29 at 20_23 — The Signpost, the Secret Place, and the Cup of the Father's Will-Meditation.md",ok
MED-0399,meditation,2026-08-07,V,"08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink-Public Spoken Word — PLAUD Note Prompt.md","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md",MED-0445,meditation,2026-08-30,VIII,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,ok
MED-0399,meditation,2026-08-07,V,"08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink-Public Spoken Word — PLAUD Note Prompt.md","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md",MED-0422,meditation,2026-08-19,VII,08-19 at 09_46 — The Vocabulary of a Changed Man,08-19 at 09_46 — The Vocabulary of a Changed Man-Meditation.md,08-19 at 09_46 — The Vocabulary of a Changed Man-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-19 at 09_46 — The Vocabulary of a Changed Man-Meditation.md,ok
MED-0399,meditation,2026-08-07,V,"08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink-Public Spoken Word — PLAUD Note Prompt.md","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md",MED-0073,meditation,2026-04-08,I,04-08 Theological Reflection_ Consecration of AI Tools and the High Priest Who Offered Himself,04-08 Theological Reflection_ Consecration of AI Tools and the High Priest Who Offered Himself-Summary.md,04-08 Theological Reflection_ Consecration of AI Tools and the High Priest Who Offered Himself-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/April/04-08 Theological Reflection_ Consecration of AI Tools and the High Priest Who Offered Himself-Summary.md,Personal Space/memo/PLAUD Meditations/April/04-08 Theological Reflection_ Consecration of AI Tools and the High Priest Who Offered Himself-Summary.md,ok
MED-0399,meditation,2026-08-07,V,"08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink-Public Spoken Word — PLAUD Note Prompt.md","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md",MED-0011,meditation,2026-02-28,I,02-28 Personal Meditation_ Resting in the Finished Work of Christ and Covenant Identity,02-28 Personal Meditation_ Resting in the Finished Work of Christ and Covenant Identity.md,02-28 Personal Meditation_ Resting in the Finished Work of Christ and Covenant Identity.md,PLAUD-Meditations-Corpus/PLAUD Meditations/Feb/02-28 Personal Meditation_ Resting in the Finished Work of Christ and Covenant Identity.md,Personal Space/memo/PLAUD Meditations/Feb/02-28 Personal Meditation_ Resting in the Finished Work of Christ and Covenant Identity.md,ok
MED-0399,meditation,2026-08-07,V,"08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink-Public Spoken Word — PLAUD Note Prompt.md","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md",TAB-VII,stone_tablet,,VII,Stone Tablet VII · Koinonia Takes Precedence · Volume IV,Stone Tablet VII -- A Living Topology of Transformation -- Volume IV -- Complete.md,Stone Tablet VII -- A Living Topology of Transformation -- Volume IV -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet VII -- A Living Topology of Transformation -- Volume IV -- Complete.md,Personal Space/memo/Stone Tablets/Stone Tablet VII -- A Living Topology of Transformation -- Volume IV -- Complete.md,ok
MED-0399,meditation,2026-08-07,V,"08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink-Public Spoken Word — PLAUD Note Prompt.md","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md",EXT-MASTER-TIMELINE,external,,,Master Transformation Timeline,Master_Transformation_Timeline.md,Master_Transformation_Timeline.md,,Personal Space/memo/Master_Transformation_Timeline.md,external
MED-0400,meditation,2026-08-07,V,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch-Public Spoken Word — PLAUD Note Prompt.md,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,EXT-CORPUS-MAP,external,,,PLAUD Meditations Corpus Map,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,,Personal Space/memo/PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,external
MED-0400,meditation,2026-08-07,V,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch-Public Spoken Word — PLAUD Note Prompt.md,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,MED-0399,meditation,2026-08-07,V,"08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink-Public Spoken Word — PLAUD Note Prompt.md","08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md","PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink.md","Personal Space/memo/PLAUD Meditations/August/08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0400,meditation,2026-08-07,V,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch-Public Spoken Word — PLAUD Note Prompt.md,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,MED-0401,meditation,2026-08-07,V,"08-07 at 15_16 — Gentiles at the Threshold, Prophets Pointing to Bethlehem","08-07 at 15_16 — Gentiles at the Threshold, Prophets Pointing to Bethlehem-Public Spoken Word — PLAUD Note Prompt.md","08-07 at 15_16 — Gentiles at the Threshold, Prophets Pointing to Bethlehem.md",,"Personal Space/memo/PLAUD Meditations/August/08-07 at 15_16 — Gentiles at the Threshold, Prophets Pointing to Bethlehem-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0400,meditation,2026-08-07,V,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch-Public Spoken Word — PLAUD Note Prompt.md,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,MED-0428,meditation,2026-08-21,VII,08-21 Reflection_ Spiritual Deliverance and a Father's Cancer Diagnosis,08-21 Reflection_ Spiritual Deliverance and a Father's Cancer Diagnosis-Meditation.md,08-21 Reflection_ Spiritual Deliverance and a Father's Cancer Diagnosis-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-21 Reflection_ Spiritual Deliverance and a Father's Cancer Diagnosis-Meditation.md,ok
MED-0400,meditation,2026-08-07,V,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch-Public Spoken Word — PLAUD Note Prompt.md,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,MED-0445,meditation,2026-08-30,VIII,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-30 Bible Study Reflection_ Filthy Garments and the Finished Work-PLAUD_Meditation.md,ok
MED-0400,meditation,2026-08-07,V,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch-Public Spoken Word — PLAUD Note Prompt.md,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,MED-0021,meditation,2026-03-06,I,"03-06 Personal Meditation_ The Sacred Threshold - Daily Bread, Divine Anointing, and Watchful Intercession in Radical Discipleship","03-06 Personal Meditation_ The Sacred Threshold - Daily Bread, Divine Anointing, and Watchful Intercession in Radical Discipleship-Summary.md","03-06 Personal Meditation_ The Sacred Threshold - Daily Bread, Divine Anointing, and Watchful Intercession in Radical Discipleship-Summary.md","PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-06 Personal Meditation_ The Sacred Threshold - Daily Bread, Divine Anointing, and Watchful Intercession in Radical Discipleship-Summary.md","Personal Space/memo/PLAUD Meditations/March/03-06 Personal Meditation_ The Sacred Threshold - Daily Bread, Divine Anointing, and Watchful Intercession in Radical Discipleship-Summary.md",ok
MED-0400,meditation,2026-08-07,V,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch-Public Spoken Word — PLAUD Note Prompt.md,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,MED-0170,meditation,2026-05-26,V,"05-26 Conversation Reflection_ Prophetic Writing, Faithful Waiting, and the Theology of the Rampart","05-26 Conversation Reflection_ Prophetic Writing, Faithful Waiting, and the Theology of the Rampart-Public Spoken Word — PLAUD Note Prompt.md","05-26 Conversation Reflection_ Prophetic Writing, Faithful Waiting, and the Theology of the Rampart.md","PLAUD-Meditations-Corpus/PLAUD Meditations/May/05-26 Conversation Reflection_ Prophetic Writing, Faithful Waiting, and the Theology of the Rampart.md","Personal Space/memo/PLAUD Meditations/May/05-26 Conversation Reflection_ Prophetic Writing, Faithful Waiting, and the Theology of the Rampart-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0400,meditation,2026-08-07,V,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch-Public Spoken Word — PLAUD Note Prompt.md,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,MED-0374,meditation,2026-07-20,V,07-20 at 16_23 — The Watchman Across the Way and the Sacred Ordinary,07-20 at 16_23 — The Watchman Across the Way and the Sacred Ordinary-Public Spoken Word — PLAUD Note Prompt.md,07-20 at 16_23 — The Watchman Across the Way and the Sacred Ordinary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/July/07-20 at 16_23 — The Watchman Across the Way and the Sacred Ordinary.md,Personal Space/memo/PLAUD Meditations/July/07-20 at 16_23 — The Watchman Across the Way and the Sacred Ordinary-Public Spoken Word — PLAUD Note Prompt.md,ok
MED-0400,meditation,2026-08-07,V,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch-Public Spoken Word — PLAUD Note Prompt.md,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,TAB-V,stone_tablet,,V,"Stone Tablet V · Come Out of Her, My Children","Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md","Personal Space/memo/Stone Tablets/Stone Tablet V -- Come Out of Her, My Children -- A Watchman's Testimony from the Sleeping Bride's Hour.md",ok
MED-0400,meditation,2026-08-07,V,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch-Public Spoken Word — PLAUD Note Prompt.md,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,PLAUD-Meditations-Corpus/PLAUD Meditations/August/08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch.md,EXT-MASTER-TIMELINE,external,,,Master Transformation Timeline,Master_Transformation_Timeline.md,Master_Transformation_Timeline.md,,Personal Space/memo/Master_Transformation_Timeline.md,external
