Date,Month,Tablet Window,Stone Tablet,Tablet Window Days,Title,Primary Theme,Cross-References,File Path
2026-07-10,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call Reflection_ Restoration, Creation's Interdependence, and Biblical Community","this is Seth's Jul 10 call reflection — **restoration, creation's interdependence, and biblical community.** שׁוּב (*shuv*) as *actively-returned-by-God*; the $100-for-gas as a ...",13,"Personal Space/memo/PLAUD Meditations/July/07-10 Call Reflection_ Restoration, Creation's Interdependence, and Biblical Community-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-10,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Personal Reflection_ Intercessory Prayer and Deliverance for Samuel,this is Seth's Jul 10 personal reflection — **intercessory prayer and deliverance for Samuel.** The Samuel Loop's most sustained pre-Aug intercession-document — a direct dress r...,20,Personal Space/memo/PLAUD Meditations/July/07-10 Personal Reflection_ Intercessory Prayer and Deliverance for Samuel-Public Spoken Word — PLAUD Note Prompt.md
2026-07-10,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Holding the Name Loose_ A Meditation on Surrender, Expectation, and the Child Not Yet Born","this is Seth's Jul 10 · 12:33 meditation — **""Holding the Name Loose.""** Surrender, expectation, and the child not yet born (Elijah in utero). Central move: naming-with-open-han...",18,"Personal Space/memo/PLAUD Meditations/July/07-10 at 12_33 — Holding the Name Loose_ A Meditation on Surrender, Expectation, and the Child Not Yet Born-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-10,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"The Enemy Has Power but No Standing_ Exousia, Dunamis, and the Liberation of the Committed Heart","this is Seth's Jul 10 · 17:31 theological reflection — the corpus's clearest sustained statement of **""The Enemy Has Power but No Standing.""** Direct walking-out of Jul 9's exou...",20,"Personal Space/memo/PLAUD Meditations/July/07-10 at 17_31 — The Enemy Has Power but No Standing_ Exousia, Dunamis, and the Liberation of the Committed Heart-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-10,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"When Every Door Closes and the Taste Goes Bitter_ Providence, Presence, and the Long Walk Toward Home","this is Seth's Jul 10 · 18:32 call — **""When Every Door Closes and the Taste Goes Bitter.""** Providence, presence, and the long walk toward home. The Ruth-Naomi Mara doctrine — ...",16,"Personal Space/memo/PLAUD Meditations/July/07-10 at 18_32 — When Every Door Closes and the Taste Goes Bitter_ Providence, Presence, and the Long Walk Toward Home-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-10,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When Faith Sustains What Understanding Cannot Reach,07-10 at 18_32 — When Faith Sustains What Understanding Cannot Reach,14,Personal Space/memo/PLAUD Meditations/July/07-10 at 18_32 — When Faith Sustains What Understanding Cannot Reach-Public Spoken Word — PLAUD Note Prompt.md
2026-07-10,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When the Watchman Fears the Gate and the Demon Speaks Its Name,"this is Seth's Jul 10 · 19:27 call — **""When the Watchman Fears the Gate and the Demon Speaks Its Name.""** The Aug 17 seam's counterpart-that-preceded-it. Central move: naming (...",20,Personal Space/memo/PLAUD Meditations/July/07-10 at 19_27 — When the Watchman Fears the Gate and the Demon Speaks Its Name-Public Spoken Word — PLAUD Note Prompt.md
2026-07-10,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When Abigail Fell Silent and the Kingdom Came Near,07-10 at 21_20 — When Abigail Fell Silent and the Kingdom Came Near,11,Personal Space/memo/PLAUD Meditations/July/07-10 at 21_20 — When Abigail Fell Silent and the Kingdom Came Near-Public Spoken Word — PLAUD Note Prompt.md
2026-07-10,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"When the Heavens Moved_ Intercession, Demonic Deliverance, and the Legality of the Kingdom","this is Seth's Jul 10 · 21:30 call — **""When the Heavens Moved: Intercession, Demonic Deliverance, and the Legality of the Kingdom.""** The corpus's clearest sustained doctrinal ...",27,"Personal Space/memo/PLAUD Meditations/July/07-10 at 21_30 — When the Heavens Moved_ Intercession, Demonic Deliverance, and the Legality of the Kingdom-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-11,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Call Reflection_ Spiritual Warfare, Covenant Identity, and Deliverance Theology","Seth's Jul 11 — spiritual warfare, covenant identity, deliverance theology.",6,"Personal Space/memo/PLAUD Meditations/July/07-11 Call Reflection_ Spiritual Warfare, Covenant Identity, and Deliverance Theology-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-11,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),A Sliver of Light and the Voice That Followed,07-11 at 11_09 — A Sliver of Light and the Voice That Followed,11,Personal Space/memo/PLAUD Meditations/July/07-11 at 11_09 — A Sliver of Light and the Voice That Followed-Public Spoken Word — PLAUD Note Prompt.md
2026-07-11,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Ordinary Road Between Brothers,"this is Seth's Jul 11 · 11:44 — **""The Ordinary Road Between Brothers.""** 2 Kings 2:1-6 Elisha-following-through-ordinary-stages walked as brotherhood-doctrine. Prov 23:4-5 wing...",12,Personal Space/memo/PLAUD Meditations/July/07-11 at 11_44 — The Ordinary Road Between Brothers-Public Spoken Word — PLAUD Note Prompt.md
2026-07-11,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Windows, Watchers, and the Voice That Commands the Night","this is Seth's Jul 11 · 22:37 — **""Windows, Watchers, and the Voice That Commands the Night.""** Watchman-under-night-hours; Daniel-6:10 windows-toward-Jerusalem walked as postur...",18,"Personal Space/memo/PLAUD Meditations/July/07-11 at 22_37 — Windows, Watchers, and the Voice That Commands the Night-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-12,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When Obedience Is the Entire Sermon,07-12 at 14_06 — When Obedience Is the Entire Sermon,9,Personal Space/memo/PLAUD Meditations/July/07-12 at 14_06 — When Obedience Is the Entire Sermon-Public Spoken Word — PLAUD Note Prompt.md
2026-07-13,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Personal Meditation_ Sabbath Rest, Covenant Love, and the Theology of the Womb","Sabbath Rest, Covenant Love, and the Theology of the Womb",10,"Personal Space/memo/PLAUD Meditations/July/07-13 Personal Meditation_ Sabbath Rest, Covenant Love, and the Theology of the Womb-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-13,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Teaching Reflection_ Sound Mind, Love as a Verb, and Cultivating God's Presence","this is Seth's Jul 13 teaching — **""Sound Mind, Love as a Verb, and Cultivating God's Presence.""** 2 Tim 1:7 σωφρονισμοῦ (sound-mind) + love-as-verb + γέγραπται (it stands writt...",9,"Personal Space/memo/PLAUD Meditations/July/07-13 Teaching Reflection_ Sound Mind, Love as a Verb, and Cultivating God's Presence-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-13,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Sacred Ordinary_ Finding Grace in the Continuity of Small Things,Seth's Jul 13 · 07:47 — sacred-ordinary as grace-in-continuity-of-small-things.,6,Personal Space/memo/PLAUD Meditations/July/07-13 at 07_47 — The Sacred Ordinary_ Finding Grace in the Continuity of Small Things-Public Spoken Word — PLAUD Note Prompt.md
2026-07-13,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Ordinary Threshold_ Where Brotherhood Lives Between the Sacred and the Mundane,Seth's Jul 13 · 12:11 — the ordinary threshold; where brotherhood lives between sacred and mundane.,6,Personal Space/memo/PLAUD Meditations/July/07-13 at 12_11 — The Ordinary Threshold_ Where Brotherhood Lives Between the Sacred and the Mundane-Public Spoken Word — PLAUD Note Prompt.md
2026-07-14,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When the Spirit Speaks Before the Sentence Ends,Seth's Jul 14 · 10:18 — when the Spirit speaks before the sentence ends.,6,Personal Space/memo/PLAUD Meditations/July/07-14 at 10_18 — When the Spirit Speaks Before the Sentence Ends-Public Spoken Word — PLAUD Note Prompt.md
2026-07-14,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"The Crucible That Forges Priests_ Present-Tense Obedience, the Priestly Call, and the Peace That Stoicism Could Never...","this is Seth's Jul 14 · 12:34 — **""The Crucible That Forges Priests: Present-Tense Obedience, the Priestly Call, and the Peace That Stoicism Could Never Find.""** Central move: p...",19,"Personal Space/memo/PLAUD Meditations/July/07-14 at 12_34 — The Crucible That Forges Priests_ Present-Tense Obedience, the Priestly Call, and the Peace That Stoicism Could Never Find-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-14,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When the Watchman Would Rather Build,"this is Seth's Jul 14 · 15:17 — **""When the Watchman Would Rather Build.""** Habakkuk 2:2 writer-vs-runner distinction — the watchman's faithfulness is in the writing, not contro...",13,Personal Space/memo/PLAUD Meditations/July/07-14 at 15_17 — When the Watchman Would Rather Build-Public Spoken Word — PLAUD Note Prompt.md
2026-07-15,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Sermon Reflection_ Job, Suffering, and the Death of Tidy Theology","this is Seth's Jul 15 sermon reflection — **""Job, Suffering, and the Death of Tidy Theology.""** לִוְיָתָן (*Livyatan*) — God made Leviathan; chaos-creatures within His creative ...",14,"Personal Space/memo/PLAUD Meditations/July/07-15 Sermon Reflection_ Job, Suffering, and the Death of Tidy Theology-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-15,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Tested Immediately After the Learning,"this is Seth's Jul 15 · 12:09 reflection — **""Tested Immediately After the Learning.""** The pattern named: Sinai → Golden Calf; the wilderness IS Torah-applied-to-living-flesh; ...",13,Personal Space/memo/PLAUD Meditations/July/07-15 at 12_09 — Tested Immediately After the Learning-Public Spoken Word — PLAUD Note Prompt.md
2026-07-15,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Mantle Descends in the Ordinary,07-15 at 18_18 — The Mantle Descends in the Ordinary,14,Personal Space/memo/PLAUD Meditations/July/07-15 at 18_18 — The Mantle Descends in the Ordinary-Public Spoken Word — PLAUD Note Prompt.md
2026-07-16,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"In the Ordinary Hours_ Love, Fog, and the Faithfulness of Small Things","Seth's Jul 16 · 12:17 — in the ordinary hours; love, fog, faithfulness of small things.",6,"Personal Space/memo/PLAUD Meditations/July/07-16 at 12_17 — In the Ordinary Hours_ Love, Fog, and the Faithfulness of Small Things-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-16,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Standing Firm Before Men, Standing Tender Before God","this is Seth's Jul 16 · 12:29 — **""Standing Firm Before Men, Standing Tender Before God.""** The corpus's clearest naming of the two-sided posture: firm-outward, tender-inward. T...",13,"Personal Space/memo/PLAUD Meditations/July/07-16 at 12_29 — Standing Firm Before Men, Standing Tender Before God-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-17,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Personal Meditation_ Intercession, Entitlement, and the Priestly Reflex in Crisis","Intercession, Entitlement, and the Priestly Reflex in Crisis",10,"Personal Space/memo/PLAUD Meditations/July/07-17 Personal Meditation_ Intercession, Entitlement, and the Priestly Reflex in Crisis-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-17,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When the Burden Is Real and the Bottom Is Near,Seth's Jul 17 · 12:25 — when the burden is real and the bottom is near.,6,Personal Space/memo/PLAUD Meditations/July/07-17 at 12_25 — When the Burden Is Real and the Bottom Is Near-Public Spoken Word — PLAUD Note Prompt.md
2026-07-18,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Tent Maker in the Wilderness_ Speak to the Rock,Speak to the Rock,8,Personal Space/memo/PLAUD Meditations/July/07-18 at 11_39 — The Tent Maker in the Wilderness_ Speak to the Rock-Public Spoken Word — PLAUD Note Prompt.md
2026-07-18,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),You Are at Home Wherever You Go,Seth's Jul 18 · 14:42 — you are at home wherever you go; the pilgrim-with-sanctuary-inside doctrine.,6,Personal Space/memo/PLAUD Meditations/July/07-18 at 14_42 — You Are at Home Wherever You Go-Public Spoken Word — PLAUD Note Prompt.md
2026-07-20,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Personal Meditation_ Blood, Covenant, and the Mystery of New Life","this is Seth's Jul 20 — **""Blood, Covenant, and the Mystery of New Life.""** Jer 1:5 divine-foreknowledge-precedes-measurement + Eph 5:32 marriage-as-typological-mystery walked a...",10,"Personal Space/memo/PLAUD Meditations/July/07-20 Personal Meditation_ Blood, Covenant, and the Mystery of New Life-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-20,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Personal Meditation_ Holy Waiting, Gender Reveal, and Divine Appointed Times","Holy Waiting, Gender Reveal, and Divine Appointed Times",15,"Personal Space/memo/PLAUD Meditations/July/07-20 Personal Meditation_ Holy Waiting, Gender Reveal, and Divine Appointed Times-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-20,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Personal Meditation_ Pregnancy, Covenant Love, and the Sacred Ordinary","Pregnancy, Covenant Love, and the Sacred Ordinary",9,"Personal Space/memo/PLAUD Meditations/July/07-20 Personal Meditation_ Pregnancy, Covenant Love, and the Sacred Ordinary-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-20,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Sermon Reflection_ Authority vs. Power in Spiritual Warfare,Authority vs. Power in Spiritual Warfare,14,Personal Space/memo/PLAUD Meditations/July/07-20 Sermon Reflection_ Authority vs. Power in Spiritual Warfare-Public Spoken Word — PLAUD Note Prompt.md
2026-07-20,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When God Sends the Confirmation Before You Even Dial,07-20 at 08_05 — When God Sends the Confirmation Before You Even Dial,8,Personal Space/memo/PLAUD Meditations/July/07-20 at 08_05 — When God Sends the Confirmation Before You Even Dial-Public Spoken Word — PLAUD Note Prompt.md
2026-07-20,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Watchman Across the Way and the Sacred Ordinary,07-20 at 16_23 — The Watchman Across the Way and the Sacred Ordinary,13,Personal Space/memo/PLAUD Meditations/July/07-20 at 16_23 — The Watchman Across the Way and the Sacred Ordinary-Public Spoken Word — PLAUD Note Prompt.md
2026-07-21,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Mango, Morning Sickness, and the Baby Growing on the Left Side","Seth's Jul 21 · 12:11 — mango, morning sickness, and the baby growing on the left side; pregnancy body-life doctrine.",6,"Personal Space/memo/PLAUD Meditations/July/07-21 at 12_11 — Mango, Morning Sickness, and the Baby Growing on the Left Side-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-21,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"When Anger Finds Its Altar, Faithfulness Wears No Mask, and Pain Becomes a Corridor","07-21 at 15_31 — When Anger Finds Its Altar, Faithfulness Wears No Mask, and Pain Becomes a Corridor",12,"Personal Space/memo/PLAUD Meditations/July/07-21 at 15_31 — When Anger Finds Its Altar, Faithfulness Wears No Mask, and Pain Becomes a Corridor-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-21,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Love in the Construction Zone,07-21 at 15_32 — Love in the Construction Zone,9,Personal Space/memo/PLAUD Meditations/July/07-21 at 15_32 — Love in the Construction Zone-Public Spoken Word — PLAUD Note Prompt.md
2026-07-21,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When the Net Breaks and Only Falling Remains,Seth's Jul 21 · 20:00 — when the net breaks and only falling remains; free-fall-into-covenant.,6,Personal Space/memo/PLAUD Meditations/July/07-21 at 20_00 — When the Net Breaks and Only Falling Remains-Public Spoken Word — PLAUD Note Prompt.md
2026-07-22,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Personal Meditation_ Covenant Love, Medical Waiting, and Faithful Presence","Covenant Love, Medical Waiting, and Faithful Presence",10,"Personal Space/memo/PLAUD Meditations/July/07-22 Personal Meditation_ Covenant Love, Medical Waiting, and Faithful Presence-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-22,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"The Mercy Hidden in Weakness, and the Dignity of the Threshold",Seth's Jul 22 · 08:05 — the mercy hidden in weakness; dignity of the threshold.,6,"Personal Space/memo/PLAUD Meditations/July/07-22 at 08_05 — The Mercy Hidden in Weakness, and the Dignity of the Threshold-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-22,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"The Long Road, the Small Faithfulness, and the Grace of Not Rushing","Seth's Jul 22 · 12:20 — the long road, the small faithfulness, the grace of not rushing.",6,"Personal Space/memo/PLAUD Meditations/July/07-22 at 12_20 — The Long Road, the Small Faithfulness, and the Grace of Not Rushing-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-23,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Teaching Reflection_ Pisteuō, John 5_24, and the Nature of Saving Faith","Pisteuō, John 5_24, and the Nature of Saving Faith",12,"Personal Space/memo/PLAUD Meditations/July/07-23 Teaching Reflection_ Pisteuō, John 5_24, and the Nature of Saving Faith-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-23,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When the Burden Is Too Heavy to Carry Alone,Seth's Jul 23 · 10:10 — when the burden is too heavy to carry alone; Gal 6:2 βάρη walked.,6,Personal Space/memo/PLAUD Meditations/July/07-23 at 10_10 — When the Burden Is Too Heavy to Carry Alone-Public Spoken Word — PLAUD Note Prompt.md
2026-07-23,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Kingdom Has Infrastructure Too,07-23 at 14_52 — The Kingdom Has Infrastructure Too,12,Personal Space/memo/PLAUD Meditations/July/07-23 at 14_52 — The Kingdom Has Infrastructure Too-Public Spoken Word — PLAUD Note Prompt.md
2026-07-24,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Theological Reflection_ Idolatry, Hunger, and Carving God from Our Own Wood","this is Seth's Jul 24 — **""Idolatry, Hunger, and Carving God from Our Own Wood.""** Isaiah's idol-carving grammar walked as *self-manufactured-god-from-hungry-wood*. Central move...",9,"Personal Space/memo/PLAUD Meditations/July/07-24 Theological Reflection_ Idolatry, Hunger, and Carving God from Our Own Wood-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-24,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Altar in the Ordinary Kitchen,07-24 at 12_21 — The Altar in the Ordinary Kitchen,10,Personal Space/memo/PLAUD Meditations/July/07-24 at 12_21 — The Altar in the Ordinary Kitchen-Public Spoken Word — PLAUD Note Prompt.md
2026-07-26,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Theological Meditation_ The Soul Does Not Evaporate After Death,"this is Seth's Jul 26 — **""The Soul Does Not Evaporate After Death.""** Matt 22:32 God-of-the-living; the body as *earthly-visa* not identity; the buried patriarchs live to God.",8,Personal Space/memo/PLAUD Meditations/July/07-26 Theological Meditation_ The Soul Does Not Evaporate After Death-Public Spoken Word — PLAUD Note Prompt.md
2026-07-26,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Turning the Cheek, the Just Weight, and the Altar Built in the Marketplace","07-26 at 11_13 — Turning the Cheek, the Just Weight, and the Altar Built in the Marketplace",14,"Personal Space/memo/PLAUD Meditations/July/07-26 at 11_13 — Turning the Cheek, the Just Weight, and the Altar Built in the Marketplace-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-27,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Reflection_ Faith in the Ordinary — Driving on Empty,Faith in the Ordinary — Driving on Empty,12,Personal Space/memo/PLAUD Meditations/July/07-27 Reflection_ Faith in the Ordinary — Driving on Empty-Public Spoken Word — PLAUD Note Prompt.md
2026-07-27,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Deliverance, Mercy, and the Streets Where Thomas Walks","07-27 at 19_20 — Deliverance, Mercy, and the Streets Where Thomas Walks",8,"Personal Space/memo/PLAUD Meditations/July/07-27 at 19_20 — Deliverance, Mercy, and the Streets Where Thomas Walks-Public Spoken Word — PLAUD Note Prompt.md"
2026-07-28,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),Sniffing Out the Counterfeit Call,07-28 at 10_08 — Sniffing Out the Counterfeit Call,14,Personal Space/memo/PLAUD Meditations/July/07-28 at 10_08 — Sniffing Out the Counterfeit Call-Public Spoken Word — PLAUD Note Prompt.md
2026-07-28,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Sacrament of Small Things,07-28 at 22_31 — The Sacrament of Small Things,15,Personal Space/memo/PLAUD Meditations/July/07-28 at 22_31 — The Sacrament of Small Things-Public Spoken Word — PLAUD Note Prompt.md
2026-07-28,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Weight We Carry While Life Keeps Moving,Seth's Jul 28 · 22:31 — the weight we carry while life keeps moving.,6,Personal Space/memo/PLAUD Meditations/July/07-28 at 22_31 — The Weight We Carry While Life Keeps Moving-Public Spoken Word — PLAUD Note Prompt.md
2026-07-31,July,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Twelve Baskets in the First Hour_ A Night of Provision, Warfare, and Truth-Telling","A Night of Provision, Warfare, and Truth-Telling",14,"Personal Space/memo/PLAUD Meditations/July/07-31 at 17_51 — Twelve Baskets in the First Hour_ A Night of Provision, Warfare, and Truth-Telling-Public Spoken Word — PLAUD Note Prompt.md"
2026-08-01,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Personal Reflection_ Guarding Faith Through Scripture, Prayer, and Obedience","Guarding Faith Through Scripture, Prayer, and Obedience",11,"Personal Space/memo/PLAUD Meditations/August/08-01 Personal Reflection_ Guarding Faith Through Scripture, Prayer, and Obedience-Public Spoken Word — PLAUD Note Prompt (1).md"
2026-08-01,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Personal Reflection_ Guarding Faith Through Scripture, Prayer, and Obedience","Guarding Faith Through Scripture, Prayer, and Obedience",8,"Personal Space/memo/PLAUD Meditations/August/08-01 Personal Reflection_ Guarding Faith Through Scripture, Prayer, and Obedience-Public Spoken Word — PLAUD Note Prompt.md"
2026-08-04,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Intercessor Interceded For,08-04 at 21_23 — The Intercessor Interceded For,12,Personal Space/memo/PLAUD Meditations/August/08-04 at 21_23 — The Intercessor Interceded For-Meditation.md
2026-08-05,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love","Broken Files, Weary Tongues, and the Return of First Love",9,"Personal Space/memo/PLAUD Meditations/August/08-05 at 21_08 — When the Late Hour Tests the Heart_ Broken Files, Weary Tongues, and the Return of First Love-Public Spoken Word — PLAUD Note Prompt.md"
2026-08-07,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink","The Finished Work, Grace, and the Cup He Chose to Drink",11,"Personal Space/memo/PLAUD Meditations/August/08-07 Scripture Reflection_ The Finished Work, Grace, and the Cup He Chose to Drink-Public Spoken Word — PLAUD Note Prompt.md"
2026-08-07,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When the Calendar Fills but the Heart Turns to the Watch,08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch,11,Personal Space/memo/PLAUD Meditations/August/08-07 at 12_01 — When the Calendar Fills but the Heart Turns to the Watch-Public Spoken Word — PLAUD Note Prompt.md
2026-08-07,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"Gentiles at the Threshold, Prophets Pointing to Bethlehem","08-07 at 15_16 — Gentiles at the Threshold, Prophets Pointing to Bethlehem",10,"Personal Space/memo/PLAUD Meditations/August/08-07 at 15_16 — Gentiles at the Threshold, Prophets Pointing to Bethlehem-Public Spoken Word — PLAUD Note Prompt.md"
2026-08-09,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When Zeal Rides In Like a Wave_ Building on a Higher Covenant Than Any Contract,Building on a Higher Covenant Than Any Contract,9,Personal Space/memo/PLAUD Meditations/August/08-09 at 16_08 — When Zeal Rides In Like a Wave_ Building on a Higher Covenant Than Any Contract-Meditation.md
2026-08-11,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),When the Ache Is Real But the Altar Is Wrong,08-11 at 02_11 — When the Ache Is Real But the Altar Is Wrong,11,Personal Space/memo/PLAUD Meditations/August/08-11 at 02_11 — When the Ache Is Real But the Altar Is Wrong-Public Spoken Word — PLAUD Note Prompt.md
2026-08-11,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),One Joyfulness on Two Mountains,08-11 at 15_40 — One Joyfulness on Two Mountains,14,Personal Space/memo/PLAUD Meditations/August/08-11 at 15_40 — One Joyfulness on Two Mountains-Public Spoken Word — PLAUD Note Prompt.md
2026-08-11,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),"The Household, the Hidden Build, and the Man Who Died","08-11 at 20_11 — The Household, the Hidden Build, and the Man Who Died",15,"Personal Space/memo/PLAUD Meditations/August/08-11 at 20_11 — The Household, the Hidden Build, and the Man Who Died-Meditation.md"
2026-08-12,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Unseen Foundation Built in the Night,08-12 at 05_30 — The Unseen Foundation Built in the Night,16,Personal Space/memo/PLAUD Meditations/August/08-12 at 05_30 — The Unseen Foundation Built in the Night-Meditation.md
2026-08-12,August,V,"Tablet V · Come Out of Her, My Children",May 26 – Aug 16 (Volume III),The Woodwork and the Way,08-12 at 10_25 — The Woodwork and the Way,10,Personal Space/memo/PLAUD Meditations/August/08-12 at 10_25 — The Woodwork and the Way-Meditation.md
